order_date,city,restaurant_category,cuisine,order_value,discount_percent,delivery_time_min,rating,profit_per_order
2023-05-13,Lahore,Dessert,Ice Cream,298.0,2.1,21.3,4.6,50.0
2023-05-14,Islamabad,Cafe,Breakfast,824.0,19.9,40.1,4.4,41.0
2023-05-14,Faisalabad,Dessert,Bakery,855.0,15.5,32.4,4.5,157.0
2023-05-14,Islamabad,Cloud Kitchen,Chinese,534.0,12.7,37.1,5.0,42.0
2023-05-14,Karachi,Fast Food,Sandwiches,359.0,12.8,37.1,4.3,-10.0
2023-05-14,Karachi,Fast Food,Fried Chicken,648.0,32.3,36.1,4.3,-50.0
2023-05-14,Lahore,Cloud Kitchen,Indian,552.0,6.2,41.9,4.8,23.0
2023-05-14,Karachi,Cloud Kitchen,Biryani,2597.0,40.3,30.7,4.5,-96.0
2023-05-14,Multan,Cloud Kitchen,Biryani,970.0,9.2,37.6,4.1,114.0
2023-05-14,Lahore,Cloud Kitchen,Chinese,747.0,6.9,38.0,5.0,55.0
2023-05-14,Lahore,Cloud Kitchen,Chinese,1067.0,12.0,16.6,5.0,84.0
2023-05-14,Lahore,Fine Dining,Steakhouse,11246.747660212413,14.6,30.6,4.7,-3663.6511553609284
2023-05-14,Karachi,Cafe,Bakery,190.0,8.7,36.1,4.4,21.0
2023-05-15,Islamabad,Dessert,Cakes,742.0,8.6,36.2,4.4,141.0
2023-05-15,Karachi,Cafe,Breakfast,337.0,16.4,39.4,4.8,4.0
2023-05-15,Lahore,Fast Food,Fried Chicken,431.0,11.8,19.1,5.0,81.0
2023-05-15,Multan,Fast Food,Burgers,473.0,2.0,40.3,4.4,29.0
2023-05-15,Karachi,Cafe,Bakery,811.0,18.9,46.0,4.6,110.0
2023-05-15,Lahore,Cloud Kitchen,Indian,1168.0,9.1,36.4,4.9,114.0
2023-05-15,Karachi,Cloud Kitchen,Chinese,2355.0,15.9,28.6,4.6,304.0
2023-05-15,Karachi,Cloud Kitchen,Biryani,885.0,20.2,35.7,4.9,35.0
2023-05-15,Multan,Cloud Kitchen,Biryani,2057.0,9.3,33.7,4.1,291.0
2023-05-15,Karachi,Dessert,Sweets,384.0,14.1,33.1,4.7,61.0
2023-05-15,Islamabad,Cafe,Coffee & Snacks,311.0,2.7,40.6,4.6,23.0
2023-05-15,Islamabad,Fine Dining,Steakhouse,2650.0,9.2,21.1,4.6,357.0
2023-05-15,Faisalabad,Cloud Kitchen,Indian,458.0,12.2,33.5,4.3,22.0
2023-05-16,Islamabad,Fast Food,Burgers,358.0,9.3,29.2,5.0,-43.0
2023-05-16,Lahore,Cloud Kitchen,Biryani,894.0,4.5,37.0,4.2,152.0
2023-05-16,Karachi,Cafe,Bakery,191.0,11.3,45.6,4.1,-53.0
2023-05-16,Lahore,Cafe,Sandwiches,695.0,7.6,76.8,5.0,70.0
2023-05-16,Karachi,Fine Dining,Continental,2650.0,10.6,43.5,4.0,347.0
2023-05-16,Faisalabad,Fast Food,Pizza,472.0,4.7,28.9,4.6,5.0
2023-05-16,Karachi,Cafe,Coffee & Snacks,640.0,5.9,34.0,4.7,123.0
2023-05-16,Karachi,Dessert,Cakes,576.0,4.9,31.6,4.3,156.0
2023-05-16,Islamabad,Cafe,Sandwiches,188.0,5.2,17.9,4.2,-34.0
2023-05-16,Multan,Fast Food,Fried Chicken,9818.531433476666,14.7,21.5,4.7,-4639.0185064369825
2023-05-17,Lahore,Fast Food,Sandwiches,929.0,5.9,34.4,4.5,179.0
2023-05-17,Karachi,Fast Food,Burgers,505.0,12.5,37.3,4.7,15.0
2023-05-17,Lahore,Fast Food,Burgers,1155.0,8.4,37.3,5.0,160.0
2023-05-17,Islamabad,Cafe,Sandwiches,523.0,43.2,37.5,4.1,-48.0
2023-05-17,Karachi,Fine Dining,Seafood,840.0,38.1,33.1,4.6,-147.0
2023-05-17,Islamabad,Fast Food,Sandwiches,867.0,19.5,38.0,4.8,45.0
2023-05-17,Lahore,Cloud Kitchen,Italian,1721.0,16.9,27.5,4.3,170.0
2023-05-18,Multan,Cafe,Coffee & Snacks,971.0,4.4,30.9,4.4,223.0
2023-05-18,Faisalabad,Fast Food,Pizza,429.0,7.3,39.9,4.8,-16.0
2023-05-18,Multan,Cafe,Bakery,465.0,1.9,29.0,4.5,30.0
2023-05-18,Lahore,Cafe,Sandwiches,680.0,1.2,34.3,4.7,98.0
2023-05-19,Karachi,Cloud Kitchen,Biryani,1895.0,5.9,25.5,4.2,327.0
2023-05-19,Karachi,Cafe,Bakery,550.0,15.9,35.9,4.4,86.0
2023-05-19,Islamabad,Dessert,Bakery,536.0,18.3,38.5,4.1,57.0
2023-05-19,Lahore,Cloud Kitchen,Italian,379.0,7.9,47.7,4.6,-37.0
2023-05-19,Multan,Cafe,Breakfast,835.0,20.1,34.8,4.7,97.0
2023-05-19,Karachi,Fine Dining,Seafood,3065.0,31.6,28.4,4.2,-38.0
2023-05-19,Islamabad,Cloud Kitchen,Chinese,2316.0,10.3,50.0,4.3,353.0
2023-05-20,Lahore,Cafe,Coffee & Snacks,760.0,13.5,41.0,4.3,43.0
2023-05-20,Multan,Fast Food,Burgers,702.0,29.2,33.5,5.0,-80.0
2023-05-20,Karachi,Cloud Kitchen,Indian,1243.0,8.4,28.4,4.4,196.0
2023-05-20,Karachi,Cloud Kitchen,Indian,666.0,23.2,32.9,4.8,-22.0
2023-05-20,Faisalabad,Cafe,Bakery,538.0,3.6,44.2,3.9,92.0
2023-05-20,Karachi,Fast Food,Pizza,366.0,15.2,27.7,4.5,-6.0
2023-05-20,Karachi,Fast Food,Burgers,708.0,14.5,39.1,4.4,41.0
2023-05-20,Islamabad,Cloud Kitchen,Italian,1125.0,14.2,31.9,4.0,131.0
2023-05-21,Karachi,Fine Dining,Steakhouse,2275.0,12.0,43.9,4.7,249.0
2023-05-21,Karachi,Fast Food,Pizza,586.0,7.7,24.9,4.6,48.0
2023-05-21,Lahore,Fast Food,Fried Chicken,468.0,5.9,79.2,4.7,-40.0
2023-05-21,Karachi,Cloud Kitchen,Indian,1364.0,19.0,28.5,4.5,140.0
2023-05-21,Lahore,Dessert,Ice Cream,416.0,18.8,40.8,3.9,48.0
2023-05-22,Karachi,Dessert,Sweets,346.0,16.5,31.4,4.5,-36.0
2023-05-22,Islamabad,Cloud Kitchen,Italian,1617.0,8.5,31.5,4.2,241.0
2023-05-22,Lahore,Fast Food,Fried Chicken,421.0,12.4,37.8,4.9,13.0
2023-05-22,Lahore,Cloud Kitchen,Biryani,1419.0,10.1,37.5,4.0,168.0
2023-05-22,Islamabad,Fine Dining,Seafood,1284.0,13.5,37.8,4.2,115.0
2023-05-22,Lahore,Fine Dining,Continental,1516.0,9.0,29.1,4.6,193.0
2023-05-22,Karachi,Cafe,Bakery,637.0,12.6,34.5,4.6,135.0
2023-05-23,Lahore,Cloud Kitchen,Chinese,1054.0,14.0,54.2,4.0,114.0
2023-05-23,Multan,Cloud Kitchen,Indian,585.0,37.8,35.4,5.0,-117.0
2023-05-23,Islamabad,Cafe,Sandwiches,233.0,19.8,28.9,4.3,-45.0
2023-05-23,Islamabad,Cafe,Sandwiches,416.0,30.6,36.4,3.8,-28.0
2023-05-23,Lahore,Fast Food,Pizza,1219.0,28.7,44.3,4.6,-19.0
2023-05-24,Multan,Cafe,Sandwiches,380.0,5.2,40.9,4.9,21.0
2023-05-24,Karachi,Dessert,Cakes,353.0,13.0,36.2,4.3,41.0
2023-05-24,Lahore,Fast Food,Burgers,990.0,16.3,39.0,4.5,10.0
2023-05-24,Islamabad,Cloud Kitchen,Italian,1478.0,37.5,39.2,4.9,-38.0
2023-05-25,Islamabad,Cafe,Sandwiches,507.0,13.0,31.4,4.5,43.0
2023-05-25,Karachi,Cloud Kitchen,Italian,625.0,1.9,45.1,4.6,97.0
2023-05-25,Lahore,Fast Food,Fried Chicken,578.0,4.6,30.7,4.4,52.0
2023-05-25,Islamabad,Dessert,Cakes,562.0,4.7,32.2,4.6,126.0
2023-05-25,Karachi,Cloud Kitchen,Biryani,1894.0,9.3,116.8,4.7,221.0
2023-05-25,Lahore,Cafe,Bakery,596.0,37.1,18.9,4.7,-58.0
2023-05-25,Karachi,Cloud Kitchen,Chinese,2112.0,5.3,39.9,4.1,407.0
2023-05-25,Islamabad,Fine Dining,Steakhouse,3801.0,31.9,34.7,4.6,-31.0
2023-05-26,Multan,Dessert,Ice Cream,216.0,10.9,47.7,4.1,13.0
2023-05-26,Lahore,Fast Food,Pizza,15507.778587835714,8.2,41.5,4.6,-3988.4854703991787
2023-05-26,Karachi,Fast Food,Sandwiches,937.0,8.9,111.4,3.2,52.0
2023-05-26,Karachi,Fast Food,Sandwiches,702.0,7.1,31.9,3.6,71.0
2023-05-26,Lahore,Fast Food,Burgers,1180.0,13.0,37.0,4.8,152.0
2023-05-26,Lahore,Cafe,Coffee & Snacks,825.0,4.7,37.7,4.6,114.0
2023-05-26,Karachi,Cloud Kitchen,Italian,1297.0,17.7,15.6,4.8,168.0
2023-05-27,Faisalabad,Cafe,Breakfast,485.0,13.7,32.5,4.3,-11.0
2023-05-27,Faisalabad,Cafe,Bakery,887.0,30.1,34.6,4.3,4.0
2023-05-27,Faisalabad,Fast Food,Sandwiches,374.0,18.6,31.8,4.0,-21.0
2023-05-27,Islamabad,Cafe,Coffee & Snacks,618.0,34.9,43.8,4.2,-40.0
2023-05-27,Faisalabad,Dessert,Sweets,465.0,4.9,27.3,4.1,120.0
2023-05-27,Islamabad,Cafe,Sandwiches,429.0,9.9,27.1,4.7,47.0
2023-05-27,Islamabad,Dessert,Bakery,235.0,21.0,36.0,3.9,10.0
2023-05-28,Islamabad,Cafe,Sandwiches,523.0,10.7,35.9,5.0,-30.0
2023-05-28,Karachi,Fine Dining,Steakhouse,2086.0,14.1,91.5,4.6,164.0
2023-05-28,Lahore,Fast Food,Burgers,569.0,12.9,27.9,4.3,42.0
2023-05-28,Multan,Dessert,Ice Cream,316.0,14.4,20.8,4.9,28.0
2023-05-28,Islamabad,Fast Food,Pizza,500.0,22.3,38.1,4.8,-34.0
2023-05-28,Lahore,Fine Dining,Continental,2556.0,9.8,42.4,3.7,281.0
2023-05-28,Islamabad,Dessert,Sweets,736.0,23.6,37.0,4.6,69.0
2023-05-29,Karachi,Fast Food,Sandwiches,315.0,9.5,87.8,4.1,-36.0
2023-05-29,Lahore,Cloud Kitchen,Chinese,1317.0,18.5,26.5,4.5,68.0
2023-05-29,Lahore,Cloud Kitchen,Biryani,912.0,11.1,33.3,4.5,80.0
2023-05-29,Karachi,Fine Dining,Steakhouse,1642.0,18.0,22.9,4.5,71.0
2023-05-29,Karachi,Fine Dining,Fusion,908.0,9.7,32.2,4.7,90.0
2023-05-29,Islamabad,Dessert,Cakes,292.0,5.8,29.3,4.7,40.0
2023-05-29,Lahore,Cafe,Sandwiches,522.0,8.1,22.9,5.0,65.0
2023-05-30,Lahore,Fine Dining,Fusion,6214.0,8.0,26.7,4.3,956.0
2023-05-30,Karachi,Dessert,Sweets,348.0,25.2,30.3,3.9,-36.0
2023-05-30,Lahore,Cloud Kitchen,Italian,1438.0,9.2,39.4,3.9,139.0
2023-05-30,Karachi,Fast Food,Fried Chicken,583.0,16.9,35.0,4.7,40.0
2023-05-30,Lahore,Fast Food,Burgers,548.0,11.6,30.7,4.9,-7.0
2023-05-30,Karachi,Dessert,Ice Cream,431.0,15.3,38.7,4.8,56.0
2023-05-31,Karachi,Dessert,Ice Cream,752.0,2.5,82.7,5.0,149.0
2023-05-31,Karachi,Cafe,Bakery,365.0,14.0,25.6,4.8,25.0
2023-05-31,Islamabad,Dessert,Bakery,925.0,27.0,23.1,5.0,105.0
2023-05-31,Faisalabad,Cloud Kitchen,Indian,1039.0,5.1,25.5,5.0,201.0
2023-05-31,Islamabad,Cloud Kitchen,Indian,1993.0,0.6,33.1,4.5,395.0
2023-05-31,Faisalabad,Dessert,Ice Cream,167.0,17.3,27.3,4.1,-98.0
2023-06-01,Faisalabad,Cloud Kitchen,Italian,1489.0,22.9,36.4,5.0,81.0
2023-06-01,Multan,Fast Food,Fried Chicken,249.0,20.1,34.5,4.5,8.0
2023-06-01,Lahore,Cafe,Breakfast,831.0,5.8,41.4,3.9,147.0
2023-06-01,Lahore,Cafe,Breakfast,553.0,7.1,28.7,4.0,68.0
2023-06-01,Karachi,Cloud Kitchen,Indian,1106.0,4.6,18.1,4.8,165.0
2023-06-01,Karachi,Cloud Kitchen,Italian,742.0,8.0,22.3,5.0,110.0
2023-06-01,Islamabad,Fast Food,Pizza,533.0,13.5,35.0,3.6,29.0
2023-06-02,Lahore,Cafe,Breakfast,698.0,9.8,31.0,4.5,112.0
2023-06-02,Lahore,Fast Food,Fried Chicken,1054.0,14.3,26.3,4.2,116.0
2023-06-02,Karachi,Cloud Kitchen,Italian,1338.0,6.6,24.8,5.0,180.0
2023-06-02,Lahore,Fast Food,Fried Chicken,407.0,8.3,43.4,4.0,30.0
2023-06-02,Lahore,Fast Food,Fried Chicken,1410.0,10.9,32.2,4.8,260.0
2023-06-02,Islamabad,Cloud Kitchen,Italian,1902.0,28.5,18.5,5.0,92.0
2023-06-03,Islamabad,Fast Food,Pizza,1350.0,8.6,20.9,4.1,285.0
2023-06-03,Islamabad,Fine Dining,Fusion,2667.0,1.1,34.9,4.1,464.0
2023-06-03,Lahore,Cafe,Bakery,244.0,9.3,31.0,5.0,38.0
2023-06-03,Multan,Fine Dining,Steakhouse,2411.0,10.1,30.7,4.6,343.0
2023-06-03,Karachi,Cloud Kitchen,Italian,1076.0,39.4,25.6,4.7,-57.0
2023-06-03,Islamabad,Fast Food,Fried Chicken,455.0,8.1,39.4,4.7,28.0
2023-06-03,Karachi,Fast Food,Fried Chicken,304.0,19.1,41.7,4.4,-26.0
2023-06-03,Karachi,Fast Food,Burgers,492.0,20.7,25.0,4.9,-27.0
2023-06-03,Islamabad,Dessert,Sweets,724.0,19.0,34.1,4.4,71.0
2023-06-03,Faisalabad,Dessert,Ice Cream,1444.0,16.7,25.4,4.2,223.0
2023-06-03,Lahore,Cafe,Sandwiches,635.0,17.7,46.6,4.9,47.0
2023-06-04,Karachi,Fast Food,Sandwiches,296.0,7.4,21.2,4.7,19.0
2023-06-04,Lahore,Cloud Kitchen,Biryani,1007.0,5.2,39.2,4.5,166.0
2023-06-04,Karachi,Cafe,Breakfast,354.0,10.5,36.5,4.4,5.0
2023-06-04,Lahore,Fast Food,Fried Chicken,629.0,4.0,43.9,4.5,50.0
2023-06-04,Islamabad,Fast Food,Pizza,996.0,7.4,24.8,4.4,138.0
2023-06-04,Karachi,Dessert,Cakes,562.0,5.6,42.7,4.2,113.0
2023-06-04,Lahore,Dessert,Ice Cream,307.0,43.0,31.1,4.9,-58.0
2023-06-04,Lahore,Cafe,Sandwiches,328.0,24.5,38.9,4.6,-57.0
2023-06-05,Islamabad,Cafe,Breakfast,480.0,0.7,101.6,3.2,54.0
2023-06-05,Islamabad,Dessert,Cakes,661.0,22.1,35.5,4.6,48.0
2023-06-05,Islamabad,Fine Dining,Steakhouse,2092.0,15.7,27.1,4.3,232.0
2023-06-05,Lahore,Fast Food,Burgers,409.0,7.7,32.2,5.0,-40.0
2023-06-05,Islamabad,Cloud Kitchen,Biryani,580.0,7.2,31.7,4.5,13.0
2023-06-05,Karachi,Cafe,Bakery,714.0,23.1,33.8,4.5,34.0
2023-06-05,Faisalabad,Dessert,Bakery,736.0,9.7,36.9,4.6,130.0
2023-06-05,Islamabad,Dessert,Bakery,468.0,12.2,23.6,4.6,123.0
2023-06-05,Islamabad,Dessert,Bakery,368.0,36.7,37.2,4.1,-34.0
2023-06-05,Lahore,Dessert,Sweets,291.0,5.2,35.3,5.0,48.0
2023-06-05,Karachi,Fast Food,Burgers,681.0,14.8,36.8,4.8,51.0
2023-06-06,Karachi,Cafe,Coffee & Snacks,2322.0,21.3,21.2,5.0,339.0
2023-06-06,Faisalabad,Fast Food,Burgers,671.0,7.2,51.4,4.1,67.0
2023-06-06,Faisalabad,Cafe,Bakery,805.0,5.6,39.0,4.4,139.0
2023-06-06,Lahore,Fine Dining,Fusion,2708.0,1.7,20.9,5.0,523.0
2023-06-06,Karachi,Fine Dining,Seafood,1159.0,32.4,25.1,5.0,-41.0
2023-06-06,Lahore,Dessert,Cakes,460.0,8.7,35.0,4.3,74.0
2023-06-07,Lahore,Cloud Kitchen,Indian,1814.0,19.7,25.1,4.7,126.0
2023-06-07,Islamabad,Cafe,Sandwiches,525.0,18.1,28.1,4.9,31.0
2023-06-07,Faisalabad,Cafe,Sandwiches,786.0,12.5,15.1,5.0,116.0
2023-06-07,Lahore,Fast Food,Fried Chicken,1028.0,8.2,36.1,4.1,92.0
2023-06-07,Faisalabad,Cloud Kitchen,Chinese,1148.0,21.7,27.9,4.5,34.0
2023-06-07,Lahore,Fine Dining,Seafood,1958.0,13.4,37.0,4.3,166.0
2023-06-07,Karachi,Cloud Kitchen,Indian,1247.0,10.9,34.1,4.5,241.0
2023-06-07,Karachi,Cloud Kitchen,Chinese,582.0,11.2,26.1,5.0,-28.0
2023-06-07,Faisalabad,Fast Food,Pizza,772.0,0.3,29.2,4.6,106.0
2023-06-08,Karachi,Cafe,Sandwiches,699.0,5.1,27.8,4.8,122.0
2023-06-08,Islamabad,Fine Dining,Fusion,2739.0,20.0,37.9,4.3,196.0
2023-06-08,Multan,Cafe,Coffee & Snacks,506.0,7.6,30.8,5.0,50.0
2023-06-08,Karachi,Fast Food,Pizza,704.0,1.2,17.5,4.2,118.0
2023-06-08,Karachi,Fast Food,Burgers,510.0,9.1,36.2,4.3,94.0
2023-06-08,Lahore,Dessert,Bakery,312.0,28.8,38.9,4.9,4.0
2023-06-08,Lahore,Cloud Kitchen,Biryani,960.0,7.0,31.1,4.0,33.0
2023-06-08,Faisalabad,Dessert,Ice Cream,1068.0,9.8,31.7,4.5,203.0
2023-06-08,Lahore,Fast Food,Fried Chicken,646.0,12.0,31.0,4.9,110.0
2023-06-08,Lahore,Cloud Kitchen,Italian,1859.0,17.7,20.6,4.9,217.0
2023-06-08,Karachi,Fine Dining,Fusion,2636.0,21.4,29.7,4.9,142.0
2023-06-08,Karachi,Dessert,Bakery,785.0,12.9,23.3,4.9,170.0
2023-06-09,Karachi,Fast Food,Pizza,609.0,7.5,36.9,4.9,30.0
2023-06-09,Islamabad,Dessert,Cakes,366.0,4.2,35.6,4.6,18.0
2023-06-09,Lahore,Cloud Kitchen,Biryani,719.0,4.3,36.4,5.0,42.0
2023-06-09,Lahore,Fine Dining,Seafood,3300.0,17.8,40.6,4.2,294.0
2023-06-09,Lahore,Fast Food,Pizza,600.0,12.2,30.1,4.2,52.0
2023-06-09,Islamabad,Cafe,Coffee & Snacks,815.0,14.0,46.0,4.1,118.0
2023-06-09,Lahore,Cafe,Sandwiches,450.0,20.8,28.3,4.3,28.0
2023-06-09,Karachi,Fast Food,Fried Chicken,13081.336091845757,9.4,23.0,4.1,-3303.1960501484136
2023-06-10,Islamabad,Fast Food,Sandwiches,2175.0,23.0,30.0,4.9,243.0
2023-06-10,Lahore,Fast Food,Pizza,1568.0,4.9,14.2,5.0,379.0
2023-06-10,Faisalabad,Cloud Kitchen,Chinese,1349.0,14.2,34.0,4.3,134.0
2023-06-11,Lahore,Fast Food,Sandwiches,1352.0,26.7,32.9,4.6,60.0
2023-06-11,Karachi,Dessert,Bakery,412.0,13.1,29.0,4.5,27.0
2023-06-11,Karachi,Fine Dining,Steakhouse,2072.0,9.6,28.4,4.3,282.0
2023-06-11,Lahore,Cafe,Sandwiches,520.0,12.9,32.0,4.6,59.0
2023-06-11,Lahore,Cafe,Coffee & Snacks,680.0,15.4,24.1,4.7,121.0
2023-06-11,Karachi,Dessert,Ice Cream,358.0,17.0,26.3,4.7,28.0
2023-06-11,Faisalabad,Cloud Kitchen,Italian,1163.0,30.5,32.7,4.0,0.0
2023-06-11,Islamabad,Fast Food,Fried Chicken,653.0,9.8,39.1,4.1,69.0
2023-06-12,Lahore,Fast Food,Sandwiches,498.0,4.0,37.2,4.5,74.0
2023-06-12,Karachi,Cloud Kitchen,Indian,759.0,22.1,29.1,4.4,22.0
2023-06-12,Karachi,Cloud Kitchen,Indian,1980.0,5.5,47.0,4.5,329.0
2023-06-12,Karachi,Cloud Kitchen,Biryani,1361.0,11.2,31.0,4.4,223.0
2023-06-12,Karachi,Cafe,Bakery,638.0,0.9,40.7,4.8,148.0
2023-06-12,Karachi,Dessert,Bakery,446.0,7.0,32.7,4.7,77.0
2023-06-12,Islamabad,Cloud Kitchen,Biryani,486.0,6.0,46.9,4.1,30.0
2023-06-12,Islamabad,Fast Food,Pizza,568.0,10.8,49.5,4.3,68.0
2023-06-13,Faisalabad,Cafe,Coffee & Snacks,869.0,20.0,33.5,3.8,39.0
2023-06-13,Lahore,Cafe,Sandwiches,294.0,4.8,27.0,4.6,67.0
2023-06-13,Islamabad,Dessert,Ice Cream,398.0,23.2,34.7,4.7,-18.0
2023-06-13,Lahore,Cloud Kitchen,Italian,1182.0,25.9,28.4,4.1,44.0
2023-06-13,Lahore,Cafe,Coffee & Snacks,630.0,2.1,12.5,4.9,137.0
2023-06-13,Lahore,Cloud Kitchen,Italian,940.0,4.5,32.6,4.9,121.0
2023-06-14,Islamabad,Cloud Kitchen,Indian,1340.0,19.6,28.6,4.8,92.0
2023-06-14,Faisalabad,Fine Dining,Continental,3063.0,6.8,32.4,4.1,484.0
2023-06-14,Lahore,Fast Food,Pizza,842.0,9.9,42.1,4.6,-30.0
2023-06-14,Faisalabad,Fine Dining,Seafood,3515.0,1.5,34.6,4.2,679.0
2023-06-14,Faisalabad,Cloud Kitchen,Chinese,945.0,10.6,33.1,4.2,79.0
2023-06-14,Faisalabad,Fast Food,Pizza,1122.0,28.4,24.7,4.9,120.0
2023-06-14,Karachi,Fine Dining,Continental,3294.0,16.8,28.2,5.0,320.0
2023-06-14,Karachi,Dessert,Ice Cream,351.0,24.8,21.1,4.1,-20.0
2023-06-14,Lahore,Cloud Kitchen,Italian,1187.0,16.4,29.3,4.2,56.0
2023-06-14,Faisalabad,Fast Food,Fried Chicken,330.0,10.7,25.2,4.7,-1.0
2023-06-14,Karachi,Fast Food,Sandwiches,730.0,1.3,26.1,4.6,79.0
2023-06-15,Multan,Fast Food,Burgers,960.0,4.8,25.3,5.0,175.0
2023-06-15,Karachi,Cloud Kitchen,Italian,866.0,11.3,13.0,5.0,108.0
2023-06-15,Karachi,Cloud Kitchen,Indian,2491.0,9.5,20.9,4.1,360.0
2023-06-15,Multan,Fast Food,Sandwiches,1217.0,7.7,21.0,4.9,110.0
2023-06-15,Islamabad,Fast Food,Pizza,422.0,8.0,33.9,4.2,7.0
2023-06-15,Karachi,Cafe,Sandwiches,642.0,13.5,26.2,4.2,108.0
2023-06-15,Karachi,Fast Food,Burgers,774.0,7.6,43.8,4.5,82.0
2023-06-15,Islamabad,Cloud Kitchen,Biryani,953.0,4.7,35.7,5.0,97.0
2023-06-15,Lahore,Cafe,Bakery,522.0,7.3,14.4,5.0,86.0
2023-06-15,Lahore,Cafe,Coffee & Snacks,701.0,16.2,31.6,5.0,119.0
2023-06-15,Karachi,Cafe,Sandwiches,474.0,6.1,38.1,4.2,69.0
2023-06-16,Lahore,Cloud Kitchen,Italian,1181.0,6.3,28.9,4.2,178.0
2023-06-16,Faisalabad,Dessert,Cakes,659.0,22.3,18.7,4.4,121.0
2023-06-16,Lahore,Cafe,Bakery,433.0,14.0,13.0,5.0,48.0
2023-06-16,Faisalabad,Fine Dining,Fusion,1348.0,1.0,39.2,4.1,216.0
2023-06-16,Islamabad,Cafe,Sandwiches,691.0,18.8,34.1,4.8,78.0
2023-06-16,Lahore,Cafe,Breakfast,356.0,17.3,32.8,4.3,-14.0
2023-06-16,Islamabad,Fast Food,Sandwiches,288.0,6.5,25.7,4.2,17.0
2023-06-17,Multan,Cloud Kitchen,Italian,10049.210243719897,12.7,28.3,4.3,-4884.912669560292
2023-06-17,Karachi,Fine Dining,Continental,1579.0,34.1,33.7,4.7,-77.0
2023-06-17,Islamabad,Fast Food,Burgers,342.0,5.6,47.8,4.6,-1.0
2023-06-17,Faisalabad,Fast Food,Fried Chicken,351.0,22.4,26.3,4.5,-53.0
2023-06-17,Lahore,Fast Food,Burgers,730.0,4.5,47.1,4.0,58.0
2023-06-17,Multan,Cafe,Coffee & Snacks,526.0,20.4,29.8,4.8,44.0
2023-06-17,Multan,Cloud Kitchen,Italian,990.0,21.0,43.8,4.6,-17.0
2023-06-18,Karachi,Cafe,Coffee & Snacks,473.0,19.4,28.2,4.2,14.0
2023-06-18,Multan,Cloud Kitchen,Biryani,690.0,4.4,46.7,3.8,106.0
2023-06-18,Karachi,Fine Dining,Steakhouse,4084.0,5.1,42.1,4.7,647.0
2023-06-18,Islamabad,Fine Dining,Seafood,5829.0,11.6,38.1,4.0,811.0
2023-06-18,Karachi,Fast Food,Fried Chicken,781.0,8.8,24.4,4.7,62.0
2023-06-18,Multan,Cafe,Coffee & Snacks,770.0,24.7,37.7,4.5,62.0
2023-06-18,Islamabad,Cloud Kitchen,Chinese,1962.0,34.3,39.2,4.0,-23.0
2023-06-18,Islamabad,Cloud Kitchen,Indian,482.0,31.5,28.2,4.4,-24.0
2023-06-18,Faisalabad,Fast Food,Sandwiches,396.0,11.0,39.2,5.0,20.0
2023-06-18,Lahore,Cloud Kitchen,Chinese,2063.0,16.5,31.4,4.4,258.0
2023-06-19,Faisalabad,Dessert,Cakes,1034.0,30.9,34.6,4.6,123.0
2023-06-19,Islamabad,Cloud Kitchen,Indian,1680.0,7.7,28.4,4.8,185.0
2023-06-19,Karachi,Cafe,Coffee & Snacks,537.0,13.8,43.0,4.5,10.0
2023-06-19,Karachi,Cloud Kitchen,Italian,966.0,2.4,42.9,5.0,105.0
2023-06-19,Karachi,Cafe,Sandwiches,405.0,12.4,26.7,4.2,-14.0
2023-06-19,Lahore,Cafe,Bakery,862.0,7.9,30.0,4.3,129.0
2023-06-19,Karachi,Fine Dining,Continental,5741.0,6.5,24.2,4.4,995.0
2023-06-20,Karachi,Dessert,Cakes,169.0,23.2,23.3,4.6,17.0
2023-06-20,Lahore,Fast Food,Fried Chicken,504.0,35.3,44.2,3.8,-72.0
2023-06-20,Islamabad,Fast Food,Sandwiches,535.0,36.5,35.1,4.6,-93.0
2023-06-20,Karachi,Cloud Kitchen,Biryani,1298.0,8.5,45.1,4.3,149.0
2023-06-20,Lahore,Cafe,Bakery,832.0,6.1,32.9,4.7,149.0
2023-06-21,Karachi,Cloud Kitchen,Indian,1310.0,19.6,31.9,5.0,58.0
2023-06-21,Lahore,Fine Dining,Steakhouse,2651.0,8.5,32.5,4.8,354.0
2023-06-21,Faisalabad,Fast Food,Sandwiches,411.0,1.0,28.7,4.5,64.0
2023-06-21,Islamabad,Cafe,Breakfast,498.0,10.8,29.8,4.3,12.0
2023-06-21,Lahore,Dessert,Sweets,231.0,21.5,35.0,4.5,-40.0
2023-06-21,Multan,Cafe,Sandwiches,1037.0,5.1,37.9,4.5,184.0
2023-06-21,Lahore,Fine Dining,Continental,1838.0,14.9,40.2,4.7,166.0
2023-06-22,Karachi,Fine Dining,Fusion,3048.0,35.5,35.2,4.0,-100.0
2023-06-22,Karachi,Fast Food,Fried Chicken,709.0,6.1,28.6,4.4,113.0
2023-06-22,Karachi,Cafe,Bakery,424.0,17.2,26.8,5.0,-19.0
2023-06-22,Islamabad,Cafe,Sandwiches,877.0,3.1,21.0,5.0,148.0
2023-06-22,Karachi,Cafe,Bakery,326.0,9.0,52.5,3.9,-18.0
2023-06-22,Islamabad,Fast Food,Sandwiches,287.0,9.3,41.7,4.4,-33.0
2023-06-22,Islamabad,Cafe,Sandwiches,259.0,8.0,35.5,4.8,-11.0
